"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Shawn Matthias","SHAWN.MATTHIAS","11-12","FLA","C","L",1988-02-19,23,79,88.28,29.74,15.8,12.09,12.74,9.06,2.37,5.6,14.95,79.67,15.83,115.09,20.86,142.86,0.95,9.53,-3.23,-64.72,-99.26,-122,-8.58,15.85,92.97
"Shawn Matthias","SHAWN.MATTHIAS","12-13","FLA","C","L",1988-02-19,24,46,50.47,31.96,10.39,12.5,10.2,10.21,1.01,2.15,5.88,50.74,9.73,68.12,9.67,85.15,0.78,6.86,-1.14,-44.86,-58.39,-75.48,-6.08,17.18,95.76
"Shawn Matthias","SHAWN.MATTHIAS","13-14","FLA","C","L",1988-02-19,25,58,92.93,0,14.06,13.03,12.2,9.7,0,14.32,15.3,93.53,18.49,123.46,21.24,152.88,1.41,13.12,-14.32,-78.23,-104.97,-131.64,-11.71,0,84.69
"Shawn Matthias","SHAWN.MATTHIAS","14-15","VAN","C","L",1988-02-19,26,76,95.98,30.58,31.6,29.73,27.29,20.38,2.15,4.88,30.44,65.89,38.49,90.99,43.27,115.31,2.06,8.05,-2.73,-35.45,-52.5,-72.04,-5.99,7.06,92.59
"Shawn Matthias","SHAWN.MATTHIAS","16-17","WPG","C","L",1988-02-19,28,45,64.83,11.36,9.26,8.27,8.05,7.23,0.87,6.79,6.43,63.02,7.34,81.42,9.96,113.76,0.52,6.67,-5.92,-56.59,-74.08,-103.8,-6.15,13.53,89.23
"Shea Weber","SHEA.WEBER","08-09","NSH","D","R",1985-08-14,23,81,128.95,18.6,24.81,21.35,17.03,16.64,2,8.75,24.2,73.35,29.12,107.28,30.36,147.94,1.9,9.52,-6.75,-49.15,-78.16,-117.58,-7.62,8.26,88.07
"Shea Weber","SHEA.WEBER","09-10","NSH","D","R",1985-08-14,24,77,96.18,6.99,16.53,19.48,16.12,17.33,1.08,14.36,17.22,86.93,27.34,112.99,29.3,152.48,2.3,10.97,-13.28,-69.71,-85.65,-123.18,-8.67,6.27,83.48
"Shea Weber","SHEA.WEBER","10-11","NSH","D","R",1985-08-14,25,81,170.68,6.15,14.05,12.8,11.09,11.66,0.99,15.1,20.68,126.54,26.7,181.94,30,240.49,2.1,15.91,-14.11,-105.86,-155.24,-210.49,-13.81,4.79,88.07
"Shea Weber","SHEA.WEBER","11-12","NSH","D","R",1985-08-14,26,77,173.32,12.38,11.76,10.1,9.02,4.75,1.73,12.24,21.69,162.69,25.82,229.76,30.54,307.94,1.03,20.67,-10.51,-141,-203.94,-277.4,-19.64,7.98,92.48
"Shea Weber","SHEA.WEBER","12-13","NSH","D","R",1985-08-14,27,47,91.43,6.4,8.85,11.23,9.65,8.92,1.01,14.78,6.78,69.8,11.69,92.37,13.47,126.18,0.78,7.96,-13.77,-63.02,-80.68,-112.71,-7.18,14.9,78.83
"Shea Weber","SHEA.WEBER","13-14","NSH","D","R",1985-08-14,28,78,205.33,4.44,10.59,9.55,8.23,4.15,1.08,23.23,21.55,181.9,26.4,249.95,30.89,344.63,0.99,22.87,-22.15,-160.35,-223.55,-313.74,-21.88,5.01,87.23
"Shea Weber","SHEA.WEBER","14-15","NSH","D","R",1985-08-14,29,76,189.53,7.88,10.7,10.05,8.76,4.38,1.94,22.69,18.79,156.81,25.31,226.51,30.21,314.82,0.93,20.29,-20.75,-138.02,-201.2,-284.61,-19.36,10.32,85.53
"Shea Weber","SHEA.WEBER","15-16","NSH","D","R",1985-08-14,30,77,211.02,8.79,11.3,10.97,9.16,7.47,2.18,22.61,24.21,190.04,31.76,257.83,35.74,354.62,1.85,22.91,-20.43,-165.83,-226.07,-318.88,-21.06,9,88.1
"Shea Weber","SHEA.WEBER","16-17","MTL","D","R",1985-08-14,31,77,227.25,11.97,13.89,12.39,10.22,10.13,4.1,30.16,33.29,206.31,38.59,272.88,44.32,389.23,2.98,26.43,-26.06,-173.02,-234.29,-344.91,-23.45,12.32,85.38
"Shea Weber","SHEA.WEBER","17-18","MTL","D","R",1985-08-14,32,26,79.37,23.17,15.3,13.09,11.19,10.11,3.01,9.98,15.45,85.52,18.41,122.24,21.08,167.3,1.48,13.16,-6.97,-70.07,-103.83,-146.22,-11.68,19.48,88.33
"Shea Weber","SHEA.WEBER","18-19","MTL","D","R",1985-08-14,33,55,159.8,13.02,19.77,16.32,15.14,10.75,2.08,13.89,32.03,130,37.33,191.36,45.53,255.22,2.16,17.93,-11.81,-97.97,-154.03,-209.69,-15.77,6.49,89.32
"Shea Weber","SHEA.WEBER","19-20","MTL","D","R",1985-08-14,34,64,208.35,9.07,13.01,12.05,11.77,9.27,3.09,30.96,32.82,219.4,41.76,304.89,51,382.19,2.8,27.39,-27.87,-186.58,-263.13,-331.19,-24.59,9.41,85.89
"Sheldon Brookbank","SHELDON.BROOKBANK","09-10","ANA","D","R",1980-10-03,28,66,61.25,0,9.62,8.55,8.69,2.5,0,8.98,6.38,59.96,7.38,78.95,9.35,98.3,0.18,7.03,-8.98,-53.58,-71.57,-88.95,-6.85,0,85.02
"Sheldon Brookbank","SHELDON.BROOKBANK","10-11","ANA","D","R",1980-10-03,29,39,84.25,7.47,4.64,4.23,3.38,6.27,0.87,10.78,4.98,102.31,6.02,136.39,6.04,172.57,0.75,11.22,-9.91,-97.33,-130.37,-166.53,-10.47,17.47,89.46
"Sheldon Brookbank","SHELDON.BROOKBANK","11-12","ANA","D","R",1980-10-03,30,79,145.82,15.43,14.62,14.56,13.06,11.34,2.73,14.96,20.86,121.82,29.78,174.69,34.03,226.46,2.13,16.66,-12.23,-100.96,-144.91,-192.43,-14.53,13.09,87.72
"Sheldon Souray","SHELDON.SOURAY","07-08","EDM","D","L",1976-07-13,31,26,102.43,0,13.78,17.15,13.63,10.08,0,6.75,13.15,82.28,21.42,103.48,23.23,147.19,0.99,8.83,-6.75,-69.13,-82.06,-123.96,-7.84,0,91.8
"Sheldon Souray","SHELDON.SOURAY","08-09","EDM","D","L",1976-07-13,32,80,277.28,3.03,12.06,12.63,11.75,8.76,1.01,32.3,37.73,275.12,56.24,389.01,63.34,475.83,3.28,34.18,-31.29,-237.39,-332.77,-412.49,-30.9,2.68,88.26
"Sheldon Souray","SHELDON.SOURAY","09-10","EDM","D","L",1976-07-13,33,37,81.68,5.36,9.95,8.95,8.89,7.35,1.01,17.84,8.55,77.35,10.7,108.84,15.16,155.38,0.71,8.95,-16.83,-68.8,-98.14,-140.22,-8.24,11.81,76.94
"Sheldon Souray","SHELDON.SOURAY","11-12","DAL","D","L",1976-07-13,35,63,150.82,6.77,14.78,14.26,12.33,8.79,0.93,12.81,24.8,142.94,33.22,199.81,37.29,265.17,1.71,17.75,-11.88,-118.14,-166.59,-227.88,-16.04,3.75,91.04
"Sheldon Souray","SHELDON.SOURAY","12-13","ANA","D","L",1976-07-13,36,42,108.9,6.82,15.14,16.29,13.15,11.13,1.01,13.79,15.72,88.08,25.7,132.06,27.76,183.34,1.51,12.06,-12.78,-72.36,-106.36,-155.58,-10.55,6.42,84.34
"Sidney Crosby","SIDNEY.CROSBY","08-09","PIT","C","L",1987-08-07,21,77,72.53,19.61,18.54,15.12,12.71,18.02,2,8.2,13.51,59.37,16.66,93.49,17.56,120.61,1.64,7.46,-6.2,-45.86,-76.83,-103.05,-5.82,14.8,86.19
"Sidney Crosby","SIDNEY.CROSBY","09-10","PIT","C","L",1987-08-07,22,80,69.87,41.29,32.94,24.69,19.28,21.72,2.87,4.08,20.4,41.54,25.45,77.62,26.35,110.31,1.67,6.02,-1.21,-21.14,-52.17,-83.96,-4.35,14.07,90.18
"Simon Despres","SIMON.DESPRES","15-16","ANA","D","L",1991-07-27,24,32,70.47,0,15.12,19,15.75,14.27,0,3.53,10.28,57.7,18.55,79.1,21.13,113.04,1.14,6.85,-3.53,-47.42,-60.55,-91.91,-5.71,0,93.88
"Simon Gagne","SIMON.GAGNE","08-09","PHI","L","L",1980-02-29,28,79,175.47,40.02,15.8,15.78,15.46,12.71,8.26,12.38,29.34,156.41,40.32,215.21,49.94,273.19,2.99,20.54,-4.12,-127.07,-174.89,-223.25,-17.55,28.15,92.08
"Simon Gagne","SIMON.GAGNE","09-10","PHI","L","L",1980-02-29,29,57,85.23,0,15.84,12.32,13.26,7.59,0,6.9,11.62,61.76,13.45,95.68,18.49,120.9,0.8,9.74,-6.9,-50.14,-82.23,-102.41,-8.94,0,88.83
"Slater Koekkoek","SLATER.KOEKKOEK","19-20","CHI","D","L",1994-02-18,25,40,55.75,0,15.98,15.45,13.51,18.58,0,9.61,8.2,43.1,9.44,51.68,10.49,67.17,1.07,4.69,-9.61,-34.9,-42.24,-56.68,-3.62,0,77.7
"Slava Voynov","SLAVA.VOYNOV","12-13","L.A","D","R",1990-01-15,22,47,79.77,15.72,18.72,17.5,14.04,17.99,1.08,5.79,11.1,48.21,16.35,77.09,18.3,112.01,1.45,6.61,-4.71,-37.11,-60.74,-93.71,-5.16,9.73,87.99
"Slava Voynov","SLAVA.VOYNOV","13-14","L.A","D","R",1990-01-15,23,80,166.48,8.36,14.79,11.9,10.48,7.09,0.99,10.85,22.95,132.23,27.94,206.79,30.09,256.92,1.28,16.78,-9.86,-109.28,-178.85,-226.83,-15.5,4.31,91.79
"Stephane Robidas","STEPHANE.ROBIDAS","07-08","DAL","D","R",1977-03-03,30,82,179.97,10.07,14.06,12.5,12.37,8.77,2.18,19.47,22.97,140.37,27.31,191.14,36.14,255.92,1.66,17.27,-17.29,-117.4,-163.83,-219.78,-15.61,9.49,86.13
"Stephane Robidas","STEPHANE.ROBIDAS","08-09","DAL","D","R",1977-03-03,31,72,181.67,3.33,15.02,12.16,11.63,8.02,0.93,27.01,24.87,140.76,30.32,219,37.99,288.74,1.6,18.36,-26.08,-115.89,-188.68,-250.75,-16.76,3.74,80.81
"Stephane Robidas","STEPHANE.ROBIDAS","09-10","DAL","D","R",1977-03-03,32,79,244.3,5.26,10.31,9.22,7.71,6.43,1.93,34.73,25.32,220.33,32.73,322.29,36.64,438.82,1.83,26.61,-32.8,-195.01,-289.56,-402.18,-24.78,7.62,84.24
"Stephane Robidas","STEPHANE.ROBIDAS","10-11","DAL","D","R",1977-03-03,33,80,262.65,14.6,10.79,9.62,8.19,7.33,5.01,29.3,29.01,239.97,35.79,336.06,42.02,470.88,2.39,30.22,-24.29,-210.96,-300.27,-428.86,-27.83,17.27,87.79
"Stephane Robidas","STEPHANE.ROBIDAS","11-12","DAL","D","R",1977-03-03,34,74,217.48,8.3,12.2,12.32,11.29,9.31,1.94,21.43,28.56,205.6,39.48,281,47.31,371.62,2.67,26,-19.49,-177.04,-241.52,-324.31,-23.33,6.79,89.58
"Stephane Robidas","STEPHANE.ROBIDAS","12-13","DAL","D","R",1977-03-03,35,48,148.58,12.1,11.4,13.01,10.72,9.2,2.01,14.6,17.58,136.68,30.23,202.06,32.84,273.51,1.72,16.98,-12.59,-119.1,-171.83,-240.67,-15.26,11.43,89.32
"Stephane Robidas","STEPHANE.ROBIDAS","13-14","DAL","D","R",1977-03-03,36,23,56.88,14.2,11.61,11.6,9.53,14.75,0.93,5.62,8.54,65.02,10.52,80.16,10.53,99.93,1.51,8.73,-4.69,-56.48,-69.64,-89.4,-7.22,10.89,91.36
"Stephane Robidas","STEPHANE.ROBIDAS","14-15","TOR","D","R",1977-03-03,37,52,113.2,11.31,17.09,13.75,11.97,12.74,1.8,14.12,20.55,99.69,22.78,142.88,24.73,181.89,1.86,12.74,-12.32,-79.14,-120.1,-157.16,-10.88,8.76,85.84
"Stephane Veilleux","STEPHANE.VEILLEUX","07-08","MIN","L","L",1981-11-16,25,76,149.78,8.05,19.26,18.44,16.5,13.37,1.08,12.34,29.2,122.42,35.5,156.97,41.02,207.55,1.93,12.51,-11.26,-93.22,-121.47,-166.53,-10.58,3.7,89.92
"Stephane Veilleux","STEPHANE.VEILLEUX","08-09","MIN","L","L",1981-11-16,26,80,167.57,7.78,9.08,11.25,9.97,7.58,0.93,11.03,16.41,164.22,28.25,222.79,31.11,280.94,1.46,17.81,-10.1,-147.81,-194.54,-249.83,-16.35,5.67,93.28
"Stephane Veilleux","STEPHANE.VEILLEUX","09-10","T.B","L","L",1981-11-16,27,76,157.3,0,12.95,11.3,11.2,6.33,0,16.81,18.7,125.67,20.89,163.94,27.62,219.07,0.98,14.49,-16.81,-106.97,-143.05,-191.45,-13.51,0,86.62
"Stephane Yelle","STEPHANE.YELLE","07-08","CGY","C","L",1974-05-09,33,73,178,4.35,9.21,10.97,8.95,7.47,0.99,21.76,15.11,148.92,23.6,191.48,24.82,252.39,1.44,17.85,-20.77,-133.81,-167.88,-227.57,-16.41,6.55,85.39
"Stephane Yelle","STEPHANE.YELLE","08-09","BOS","C","L",1974-05-09,34,76,160.65,0,9.81,7.86,5.83,6.42,0,16.56,15.58,143.17,16.68,195.61,16.69,269.82,1.22,17.79,-16.56,-127.59,-178.93,-253.13,-16.57,0,88.43
"Stephane Yelle","STEPHANE.YELLE","09-10","CAR","C","L",1974-05-09,35,58,140.72,13.78,13.13,11.48,9.99,12.52,2.93,18.34,16.79,111.11,20.84,160.64,24.68,222.49,2.07,14.46,-15.41,-94.32,-139.8,-197.81,-12.39,17.45,83.49
"Stephen Gionta","STEPHEN.GIONTA","12-13","N.J","R","R",1983-10-09,28,48,79.05,18.4,26.19,25.09,19.53,23.22,2.18,9.67,17.61,49.63,21.78,65.03,23.94,98.65,1.89,6.25,-7.49,-32.02,-43.25,-74.71,-4.36,12.38,80.52
"Stephen Gionta","STEPHEN.GIONTA","13-14","N.J","R","R",1983-10-09,29,66,123.73,7.49,19.16,15.27,14.17,12.31,0.93,11.48,18.38,77.53,20.28,112.55,26.66,161.53,1.6,11.4,-10.55,-59.15,-92.27,-134.87,-9.8,5.06,85.19
"Stephen Gionta","STEPHEN.GIONTA","14-15","N.J","R","R",1983-10-09,30,60,134.65,14.8,12.19,11.52,8.78,7.78,2.01,11.57,13.95,100.5,18.28,140.36,20.42,212.23,1.14,13.51,-9.56,-86.55,-122.08,-191.81,-12.37,14.41,88.49
"Stephen Gionta","STEPHEN.GIONTA","15-16","N.J","R","R",1983-10-09,31,80,145.53,0,11.44,9.91,9.65,7.95,0,15.02,15.49,119.9,18.46,167.76,22.4,209.75,1.34,15.51,-15.02,-104.41,-149.3,-187.35,-14.17,0,87.47
"Stephen Johns","STEPHEN.JOHNS","16-17","DAL","D","R",1992-04-18,24,59,123.55,0,12.59,11.94,9.48,6.63,0,12.27,13.01,90.31,19.54,144.13,22.04,210.51,1.11,15.62,-12.27,-77.3,-124.59,-188.47,-14.51,0,86.41
"Stephen Johns","STEPHEN.JOHNS","17-18","DAL","D","R",1992-04-18,25,74,165.37,5.01,17.53,15.96,12.77,12.16,0.99,18.78,29.58,139.13,39.18,206.28,41.36,282.42,2.53,18.28,-17.79,-109.55,-167.1,-241.06,-15.75,3.35,86.5
"Stephen Weiss","STEPHEN.WEISS","07-08","FLA","C","L",1983-04-03,24,74,65.13,0,16.49,13.19,12.48,5.48,0,5.5,11.41,57.79,12.39,81.51,14.3,100.31,0.4,6.9,-5.5,-46.38,-69.12,-86.01,-6.5,0,90.48
"Stephen Weiss","STEPHEN.WEISS","08-09","FLA","C","L",1983-04-03,25,77,65.22,15.98,8.33,10.58,11.3,8.56,0.93,4.89,6.48,71.32,10.41,87.98,14.41,113.11,0.79,8.44,-3.96,-64.84,-77.57,-98.7,-7.65,14.35,93.14
"Stephen Weiss","STEPHEN.WEISS","09-10","FLA","C","L",1983-04-03,26,80,97.17,9.22,6.75,6.28,5.65,7.24,1.01,9.95,6.95,96.01,8.96,133.8,10.86,181.42,0.9,11.53,-8.94,-89.06,-124.84,-170.56,-10.63,14.53,89.64
"Stephen Weiss","STEPHEN.WEISS","10-11","FLA","C","L",1983-04-03,27,75,124.18,9.99,11.49,9.45,10.28,8.41,0.99,8.92,14.54,112.03,17.3,165.79,23.97,209.13,1.27,13.83,-7.93,-97.49,-148.49,-185.16,-12.56,6.81,92.04
"Stephen Weiss","STEPHEN.WEISS","11-12","FLA","C","L",1983-04-03,28,80,99.9,9.89,9.77,9.63,12.1,9.25,1.76,16.04,11.17,103.18,14.87,139.56,24.49,177.98,1.34,13.15,-14.28,-92.01,-124.69,-153.49,-11.81,15.76,84.45
"Steve Begin","STEVE.BEGIN","07-08","MTL","L","L",1978-06-14,29,44,97.58,0,14.36,12.56,10.16,10.71,0,14.02,14.03,83.69,17.93,124.84,19.85,175.46,1.32,11,-14.02,-69.66,-106.91,-155.61,-9.68,0,83.25
"Steve Begin","STEVE.BEGIN","08-09","MTL","L","L",1978-06-14,30,42,54.55,0,13.51,11.34,8.91,8.09,0,8.94,7.3,46.74,8.28,64.71,9.49,96.96,0.68,7.73,-8.94,-39.44,-56.43,-87.47,-7.05,0,80.87
"Steve Begin","STEVE.BEGIN","09-10","BOS","L","L",1978-06-14,31,76,148.12,19.19,17.83,15.83,13.76,11.54,2.79,11.75,29.43,135.64,33.29,177.07,35.59,223.15,2.32,17.79,-8.96,-106.21,-143.78,-187.56,-15.47,9.48,91.34
"Steve Bernier","STEVE.BERNIER","10-11","FLA","R","R",1985-03-31,25,67,61.63,0,15.86,10.86,7.73,8.71,0,4.98,8.1,42.97,8.13,66.71,8.09,96.6,0.56,5.87,-4.98,-34.87,-58.58,-88.51,-5.31,0,88.41
"Steve Eminger","STEVE.EMINGER","08-09","T.B","D","R",1983-10-31,24,50,152.78,16.43,11.08,9.58,8.19,8.11,3.19,16.23,18.56,148.95,21.3,201.05,23.32,261.55,1.5,17,-13.04,-130.39,-179.75,-238.23,-15.5,17.19,89.1
"Steve Eminger","STEVE.EMINGER","09-10","ANA","D","R",1983-10-31,25,63,122.87,0,9.04,8.9,10.89,6.38,0,13.96,9.99,100.54,15.09,154.49,23.92,195.73,0.84,12.33,-13.96,-90.55,-139.4,-171.81,-11.49,0,86.11
"Steve Eminger","STEVE.EMINGER","10-11","NYR","D","R",1983-10-31,26,64,85.67,0,6.98,7.33,9.08,7.06,0,5.03,5.16,68.79,7.47,94.47,12.64,126.51,0.81,10.66,-5.03,-63.63,-87,-113.87,-9.85,0,92.69
"Steve Eminger","STEVE.EMINGER","11-12","NYR","D","R",1983-10-31,27,42,50.92,36.56,19.01,13.94,10.7,12.38,2.15,3.73,9.11,38.8,10.21,63.03,11.25,93.87,0.62,4.39,-1.58,-29.69,-52.82,-82.62,-3.77,23.6,90.39
"Steve Montador","STEVE.MONTADOR","08-09","ANA","D","R",1979-12-21,28,65,90.1,8.82,15.07,10.88,10.12,10.56,1.08,11.17,12.47,70.26,14.4,118,16.67,148.12,1.34,11.35,-10.09,-57.79,-103.6,-131.45,-10.01,8.66,84.1
"Steve Montador","STEVE.MONTADOR","09-10","BUF","D","R",1979-12-21,29,76,61.02,0,14.04,12.5,11.33,2.57,0,0.87,6.17,37.78,8.18,57.24,9.44,73.89,0.12,4.55,-0.87,-31.61,-49.06,-64.45,-4.43,0,97.7
"Steve Montador","STEVE.MONTADOR","10-11","BUF","D","R",1979-12-21,30,73,150.27,6.63,12.34,12,10.32,9.92,0.99,13.94,18.04,128.19,23.99,175.98,27.11,235.47,1.54,13.99,-12.95,-110.15,-151.99,-208.36,-12.45,5.49,89.13
"Steve Oleksy","STEVE.OLEKSY","13-14","WSH","D","R",1986-02-04,27,32,59.85,11.47,4.98,8.93,8.92,9.18,0.93,7.18,3.38,64.51,8.28,84.48,10.33,105.51,0.58,5.74,-6.25,-61.13,-76.2,-95.18,-5.16,27.51,88.87
"Steve Ott","STEVE.OTT","07-08","DAL","C","L",1982-08-19,25,73,171.15,13.61,12.14,12.11,11.54,9.15,3.11,19.74,17.52,126.81,22.87,166.02,30.11,230.78,1.59,15.78,-16.63,-109.29,-143.15,-200.67,-14.19,17.75,84.43
"Steve Ott","STEVE.OTT","08-09","DAL","C","L",1982-08-19,26,64,71.92,0,10.91,9.76,9.58,10.02,0,12.19,7.89,64.44,10.38,96.01,14.21,134.12,1,8.98,-12.19,-56.55,-85.63,-119.91,-7.98,0,81.08
"Steve Ott","STEVE.OTT","09-10","DAL","C","L",1982-08-19,27,70,96.68,12.48,15.23,12.26,10.91,9.21,2.01,14.1,16.74,93.17,18.71,133.85,21.63,176.71,1.32,13.01,-12.09,-76.43,-115.14,-155.08,-11.69,12.01,84.87
"Steve Ott","STEVE.OTT","10-11","DAL","C","L",1982-08-19,28,81,165.58,23.27,11.84,11.26,9.25,10.19,4.94,16.29,20.68,154.02,28.37,223.56,31.25,306.59,2.18,19.21,-11.35,-133.34,-195.19,-275.34,-17.03,23.89,89.42
"Steve Ott","STEVE.OTT","11-12","DAL","C","L",1982-08-19,29,72,127.6,21.37,13.45,14.96,13.68,10.55,1.94,7.14,18.08,116.31,28.04,159.39,33.9,213.91,1.66,14.08,-5.2,-98.23,-131.35,-180.01,-12.42,10.73,93.86
"Steve Ott","STEVE.OTT","12-13","BUF","C","L",1982-08-19,30,47,94.7,18.09,15.51,12.88,11.02,5.95,3.02,13.67,14.92,81.3,17.7,119.72,21.46,173.31,0.76,12.02,-10.65,-66.38,-102.02,-151.85,-11.26,20.24,83.19
"Steve Ott","STEVE.OTT","13-14","BUF","C","L",1982-08-19,31,59,145.9,5.03,2.98,3.08,3.36,1.1,0.93,17.55,5.13,167.14,7.08,223.09,10.02,288,0.23,20.69,-16.62,-162.01,-216.01,-277.98,-20.46,18.13,89.5
"Steve Ott","STEVE.OTT","14-15","STL","C","L",1982-08-19,32,74,113.25,0,2.47,3.61,3.23,1.19,0,10.55,2.04,80.61,4.22,112.81,5.13,153.6,0.11,9.14,-10.55,-78.57,-108.59,-148.47,-9.03,0,86.91
"Steve Ott","STEVE.OTT","16-17","DET","C","L",1982-08-19,34,39,82.2,0,9.52,7.72,7.6,8.36,0,6.53,7.46,70.89,9.64,115.17,12.73,154.76,0.88,9.65,-6.53,-63.43,-105.53,-142.03,-8.77,0,90.79
"Steve Reinprecht","STEVE.REINPRECHT","08-09","ARI","C","L",1976-05-07,32,70,70.85,0,11.99,9.02,9.31,7.82,0,12.72,9.95,73.06,10.82,109.2,13.68,133.33,0.8,9.43,-12.72,-63.11,-98.38,-119.65,-8.63,0,82.59
"Steve Staios","STEVE.STAIOS","07-08","EDM","D","R",1973-07-28,34,82,320.75,7.91,14.44,13.26,12.67,8.91,2.07,24.09,39.76,235.62,51.67,337.97,64.97,447.67,2.87,29.35,-22.02,-195.86,-286.3,-382.7,-26.48,5.21,89.78
"Steve Staios","STEVE.STAIOS","08-09","EDM","D","R",1973-07-28,35,79,279.13,0,11,10.75,10.73,6.13,0,40.15,35.41,286.43,49.62,411.96,59.67,496.33,2.45,37.53,-40.15,-251.02,-362.34,-436.66,-35.08,0,85.98
"Steve Staios","STEVE.STAIOS","09-10","EDM","D","R",1973-07-28,36,39,92.05,0,9.25,7.53,6.34,3.83,0,17.22,8.8,86.37,10.58,129.91,12.55,185.28,0.5,12.56,-17.22,-77.57,-119.33,-172.73,-12.06,0,80.06
"Steve Staios","STEVE.STAIOS","11-12","NYI","D","R",1973-07-28,38,63,109.73,0,14.5,13.23,11.24,9.38,0,11.41,17.83,105.13,22.75,149.2,24.82,195.97,1.68,16.23,-11.41,-87.3,-126.45,-171.15,-14.55,0,89.15
"Steven Santini","STEVEN.SANTINI","16-17","N.J","D","R",1995-03-07,21,38,52.22,19.12,11.67,8.17,8.15,10.43,1.18,4.99,7.25,54.9,7.28,81.83,8.48,95.57,0.8,6.87,-3.81,-47.65,-74.55,-87.09,-6.07,16.28,90.91
"Steven Santini","STEVEN.SANTINI","17-18","N.J","D","R",1995-03-07,22,35,111,16.37,18.24,14.86,13.29,13.42,1.86,9.5,21.56,96.63,23.7,135.84,26.69,174.1,2.05,13.23,-7.64,-75.07,-112.14,-147.41,-11.18,8.63,90.17
"Steven Stamkos","STEVEN.STAMKOS","09-10","T.B","C","R",1990-02-07,19,81,109.3,11.39,21.36,22.15,16.4,22.17,1.8,14.01,21.3,78.43,30.97,108.84,31.88,162.54,2.78,9.76,-12.21,-57.13,-77.87,-130.66,-6.98,8.45,82.14
"Steven Stamkos","STEVEN.STAMKOS","15-16","T.B","C","R",1990-02-07,25,75,59.6,79.43,18.94,14.56,10.34,20.24,3.36,0.87,8.42,36.04,10.61,62.25,11.55,100.2,1.37,5.4,2.49,-27.62,-51.64,-88.65,-4.03,39.9,97.59
"Stu Barnes","STU.BARNES","07-08","DAL","C","R",1970-12-25,36,79,205.03,27.16,15.04,13.48,13,9.32,6.13,16.44,28.09,158.73,35.76,229.52,40.89,273.69,2.1,20.43,-10.31,-130.64,-193.76,-232.8,-18.33,21.82,89.64
"T.J. Galiardi","T.J..GALIARDI","09-10","COL","L","L",1988-04-22,21,70,209.92,15.9,11.57,9.33,8.91,7.66,4.17,22.05,23.27,177.8,26.45,256.99,33.34,340.95,1.79,21.58,-17.88,-154.53,-230.54,-307.61,-19.79,17.92,87.6
"T.J. Galiardi","T.J..GALIARDI","10-11","COL","L","L",1988-04-22,22,35,66.6,0,7.71,5.67,5.69,4.5,0,13.27,5.94,71.09,5.95,98.92,7.95,131.67,0.42,8.92,-13.27,-65.15,-92.97,-123.72,-8.5,0,81.33
"T.J. Galiardi","T.J..GALIARDI","11-12","COL","L","L",1988-04-22,23,55,65.22,10.34,17.32,18.43,16.09,13.62,0.93,8.06,11.72,55.94,16.52,73.1,17.54,91.47,1.14,7.23,-7.13,-44.22,-56.58,-73.93,-6.09,7.94,85.59
"T.J. Galiardi","T.J..GALIARDI","13-14","CGY","L","L",1988-04-22,25,59,67.12,23.02,10.89,9.75,9.53,14.7,1.86,6.22,8.14,66.6,10.15,93.96,12.76,121.08,1.61,9.34,-4.36,-58.46,-83.81,-108.32,-7.73,22.85,90.66
"T.J. Galiardi","T.J..GALIARDI","14-15","WPG","L","L",1988-04-22,26,38,82.37,10,13.46,13.31,10.85,12.5,1.18,10.62,14.14,90.89,18.02,117.37,18.03,148.14,1.65,11.55,-9.44,-76.75,-99.35,-130.11,-9.9,8.35,88.32
"T.J. Oshie","T.J..OSHIE","08-09","STL","C","R",1986-12-23,21,56,121.28,23.15,17.07,13.1,12.9,15.84,2.94,9.76,18.91,91.9,22.45,148.92,29.73,200.7,2.24,11.9,-6.82,-72.99,-126.47,-170.97,-9.66,15.55,89.38
"T.J. Oshie","T.J..OSHIE","09-10","STL","C","R",1986-12-23,22,76,178.67,9.87,12.93,12.34,10.68,13.2,0.99,9.04,21.63,145.65,28.6,203.17,32.75,273.79,2.61,17.16,-8.05,-124.02,-174.57,-241.04,-14.55,4.58,93.79
"T.J. Oshie","T.J..OSHIE","10-11","STL","C","R",1986-12-23,23,49,92.2,0,12.14,9.84,6.78,6.35,0,12.21,9.37,67.83,10.4,95.33,10.45,143.72,0.61,8.99,-12.21,-58.46,-84.93,-133.27,-8.38,0,82
"T.J. Oshie","T.J..OSHIE","11-12","STL","C","R",1986-12-23,24,77,141.35,14.08,16.48,13.97,12.13,19.01,2.07,12.63,19.73,100.01,22.78,140.29,26.64,192.95,2.8,11.93,-10.56,-80.28,-117.51,-166.31,-9.13,10.49,87.37
"T.J. Oshie","T.J..OSHIE","13-14","STL","C","R",1986-12-23,26,78,138.27,18.92,14.2,13.7,12.32,12.57,2.79,11.96,18.58,112.22,25.71,161.97,29.54,210.32,1.99,13.84,-9.17,-93.64,-136.26,-180.78,-11.85,15.02,89.34
